iter	TotalF1	MultiClass
883	0.7978713829	0.4887540886
884	0.7977692247	0.488624966
885	0.7977692247	0.4886244817
886	0.7977692247	0.4886237798
887	0.798041499	0.4885461395
888	0.798041499	0.4885452315
889	0.798041499	0.4885424016
890	0.7984006042	0.4884226256
891	0.7984006042	0.4884198458
892	0.7984072946	0.4883506076
893	0.7984072946	0.488349754
894	0.7984072946	0.4880819088
895	0.7985230982	0.4880510302
896	0.7984208894	0.4879827036
897	0.797923647	0.4879099748
898	0.797923647	0.4879060813
899	0.797923647	0.4879053572
900	0.7980870777	0.4877415245
901	0.7982028778	0.4877048616
902	0.7982028778	0.4877041987
903	0.7982028778	0.4877003024
904	0.7985168274	0.4874172209
905	0.798448983	0.4872999092
906	0.7986284627	0.4872562285
907	0.7986284627	0.487252358
908	0.7987250494	0.4871520838
909	0.7986092637	0.4871319402
910	0.7987685632	0.4869955158
911	0.7984617625	0.4869266248
912	0.7984617625	0.4869235926
913	0.7984617625	0.4869227368
914	0.7980482292	0.4867593811
915	0.7983410348	0.4866149736
916	0.7984022537	0.4865510337
917	0.7987496118	0.4863754702
918	0.7986473154	0.4863539265
919	0.7985885075	0.4862070898
920	0.7985885075	0.4862062414
921	0.7987721699	0.4860519548
922	0.7992217669	0.4857759222
923	0.7991527542	0.4856235948
924	0.7994398395	0.4854935913
925	0.7990322038	0.4854296827
926	0.7990322038	0.4853777188
927	0.7992092365	0.4853523091
928	0.799327371	0.4853080125
929	0.7988575694	0.4852480795
930	0.7989028764	0.485180355
931	0.7990186844	0.4851053221
932	0.7989004947	0.485104424
933	0.7988213952	0.4849284119
934	0.7988213952	0.4849276102
935	0.7986352197	0.4846808539
936	0.7989848881	0.4845246305
937	0.7988826472	0.484458795
938	0.7989175894	0.4843669691
939	0.7991243275	0.4842477921
940	0.7993423679	0.4842001834
941	0.7995807795	0.4841235114
942	0.7994649416	0.4840562358
943	0.7994649416	0.484053631
944	0.7994649416	0.4840530606
945	0.7994649416	0.4840494927
946	0.799526223	0.4839191071
947	0.7994649416	0.4838394697
948	0.7999226189	0.483635974
949	0.7999714978	0.483588322
950	0.8001327195	0.4834839113
951	0.7997988375	0.4833790092
952	0.7996954572	0.4832877634
953	0.7997976683	0.4832347852
954	0.8000974039	0.4831683185
955	0.8000292856	0.483102278
956	0.8000292856	0.4831016425
957	0.8002074608	0.4829575151
958	0.8002074608	0.4829571239
959	0.8002018308	0.482810821
960	0.8000860586	0.4825233381
961	0.8000860586	0.4825229411
962	0.7999089586	0.4823698443
963	0.8000247319	0.4823671482
964	0.8000860586	0.4823503621
965	0.8000247319	0.4823098382
966	0.800490353	0.4821263627
967	0.8003267938	0.4820909307
968	0.8001586675	0.4819503725
969	0.8000973389	0.4819381531
970	0.8001586675	0.481935704
971	0.8001586675	0.4819352308
972	0.8003287584	0.48178924
973	0.8003287584	0.4817864651
974	0.8003673338	0.48159824
975	0.8003673338	0.4815958532
976	0.8003673338	0.481593146
977	0.8006080454	0.4815028393
978	0.8006080454	0.481500398
979	0.8004900333	0.4814366441
980	0.8006489214	0.4813080072
981	0.8008738654	0.4811714197
982	0.80058111	0.4809881602
983	0.80058111	0.4809857062
984	0.80058111	0.4808963896
985	0.8007097547	0.4807943156
986	0.8007097547	0.480791882
987	0.8008120039	0.4807082645
988	0.8007513268	0.4806184526
989	0.8008594684	0.4805229092
990	0.8008594684	0.4805205403
991	0.8008594684	0.4805151859
992	0.8008594684	0.4805149229
993	0.8010891779	0.4803512489
994	0.8008711232	0.4803096429
995	0.8007484186	0.4801709163
996	0.80093247	0.4801535308
997	0.801091393	0.4800037524
998	0.8009938132	0.4798756745
999	0.8010960727	0.4798751122
