lat,lon,area_code,type_of_area,type_of_area_pred_rf,type_of_area_pred_cboost,type_of_area_pred_lgbm,type_of_area_pred_voting
35.64666666666667,139.65305555555557,jp13112010,unknown,urban,urban,urban,urban
33.82222222222222,130.87555555555556,jp40107040,unknown,urban,urban,urban,urban
35.64972222222222,136.07666666666665,jp18202180,unknown,urban,urban,urban,urban
48.5492988706458,5.46068793225859,openaq_6882,unknown,rural,rural,rural,rural
26.4519,111.5989,2481A,unknown,urban,urban,urban,urban
33.96638888888889,131.20416666666665,jp35202050,unknown,urban,suburban,urban,urban
48.5103,-113.9956,openaq_1206,unknown,rural,rural,rural,rural
35.878,120.005,1965A,unknown,urban,urban,urban,urban
13.008556,76.125258,openaq_223145,unknown,urban,urban,urban,urban
43.823017,-115.838557,openaq_1714,unknown,rural,rural,rural,rural
13.934197,101.58696,openaq_225598,unknown,suburban,rural,urban,suburban
43.48692,-79.70228,061603,unknown,suburban,suburban,suburban,suburban
26.181742,91.78063,openaq_10903,unknown,urban,urban,urban,urban
-21.1595,149.155,openaq_6465,unknown,suburban,suburban,suburban,suburban
35.79611111111111,139.45805555555555,jp11208010,unknown,urban,urban,urban,urban
34.67305555555555,135.47305555555556,jp27106010,unknown,urban,urban,urban,urban
47.755001,-122.280602,openaq_7663,unknown,suburban,suburban,suburban,suburban
24.034472222222,-104.64502777778,openaq_10497,unknown,urban,urban,urban,urban
42.59805555555556,141.9113888888889,jp01582020,unknown,rural,rural,rural,rural
29.8105556,-95.8061111,openaq_203,unknown,suburban,suburban,suburban,suburban
47.8172222216881,13.0308333333333,openaq_4564,unknown,urban,urban,urban,urban
20.614444,-103.343333,openaq_7855,unknown,urban,urban,urban,urban
35.862500000000004,139.64583333333331,jp11204010,unknown,urban,urban,urban,urban
43.152911,-123.382212,openaq_8778,unknown,suburban,suburban,suburban,suburban
52.612277,16.58815,openaq_221985,unknown,urban,urban,urban,urban
34.9481,-120.4344,openaq_876,unknown,suburban,suburban,suburban,suburban
34.555277777777775,133.33083333333332,jp34207310,unknown,urban,urban,urban,urban
34.66888888888889,135.74777777777777,jp29201520,unknown,urban,urban,urban,urban
34.1311,-80.868301,openaq_945,unknown,rural,rural,rural,rural
36.6331,117.9592,openaq_9010,unknown,urban,urban,urban,urban
37.5236,122.0508,openaq_10204,unknown,urban,urban,urban,urban
36.427953,-121.327953,openaq_7867,unknown,urban,urban,urban,urban
34.36666666666667,132.52916666666667,jp34304010,unknown,urban,urban,urban,urban
55.402658,-118.280945,094001,unknown,rural,rural,rural,rural
45.206448,-112.642518,openaq_5082,unknown,suburban,suburban,suburban,suburban
36.611327,-118.057537,openaq_7946,unknown,rural,rural,rural,rural
36.138153,-118.616316,openaq_5230,unknown,rural,rural,rural,rural
34.86783,113.616563,openaq_43499,unknown,suburban,suburban,suburban,suburban
48.1087559994665,-1.665861,openaq_5337,unknown,urban,urban,urban,urban
21.103055555556,-101.63611111111,openaq_9575,unknown,urban,urban,urban,urban
45.296,-87.886,openaq_400,unknown,rural,rural,rural,rural
41.73,13.33833,openaq_7537,unknown,urban,urban,urban,urban
29.9775,102.9905,openaq_10211,unknown,suburban,suburban,suburban,suburban
16.7602,77.1428,openaq_8244,unknown,suburban,suburban,suburban,suburban
31.4,119.46,2006A,unknown,urban,urban,urban,urban
34.06944444444445,134.55805555555557,jp36201510,unknown,urban,urban,urban,urban
-26.587334,27.841022,openaq_225400,unknown,urban,suburban,suburban,urban
50.981663999475,2.143056,openaq_5713,unknown,suburban,suburban,suburban,suburban
49.282,-123.122,openaq_311508,unknown,urban,urban,urban,urban
30.5489,117.0486,2293A,unknown,urban,urban,urban,urban
43.8447,125.3863,openaq_9318,unknown,urban,urban,urban,urban
36.66722222222222,136.72805555555556,jp17361010,unknown,suburban,suburban,urban,urban
34.87444444444444,135.69361111111112,jp26210010,unknown,urban,urban,urban,urban
31.0935,120.978,1146A,unknown,suburban,suburban,urban,suburban
26.511739,80.235136,openaq_12045,unknown,urban,urban,urban,urban
13.813578,100.73208,openaq_225660,unknown,urban,urban,urban,urban
56.7522,-111.4761,openaq_360,unknown,suburban,suburban,suburban,suburban
48.37778,-89.29028,060806,unknown,suburban,suburban,suburban,suburban
31.893889,-106.425556,openaq_1893,unknown,suburban,suburban,suburban,suburban
29.6541,91.1774,1459A,unknown,urban,urban,urban,urban
34.493,109.4636,1940A,unknown,urban,urban,urban,urban
34.7622,113.6844,1316A,unknown,urban,urban,urban,urban
46.7588,130.3794,2259A,unknown,urban,urban,urban,urban
36.1851,120.3905,1308A,unknown,urban,urban,urban,urban
45.7671111111111,106.274888888889,openaq_7228,unknown,urban,urban,urban,urban
37.7064,-85.8517,openaq_949,unknown,suburban,suburban,suburban,suburban
38.22805555555556,139.47416666666666,jp15212010,unknown,urban,urban,urban,urban
43.1063930475631,0.718889382530625,openaq_3613,unknown,urban,urban,urban,urban
43.8960516305414,-0.490616689052445,openaq_3675,unknown,urban,urban,urban,urban
44.382314,-79.702431,065001,unknown,suburban,suburban,suburban,suburban
36.138335,-118.617024,openaq_5306,unknown,rural,rural,rural,rural
45.178699,-113.892998,openaq_2029,unknown,rural,suburban,rural,rural
54.361111,-6.225,openaq_9757,unknown,rural,rural,rural,rural
40.0995,113.2802,3676A,unknown,urban,urban,urban,urban
47.3080413032157,5.06611192686193,openaq_3700,unknown,urban,urban,suburban,urban
22.5545,114.1063,1356A,unknown,urban,urban,urban,urban
34.52833333333333,135.50722222222225,jp27201580,unknown,urban,urban,urban,urban
13.762406,100.550598,openaq_798,unknown,urban,urban,urban,urban
36.07472222222223,139.73166666666663,jp11240010,unknown,suburban,suburban,suburban,suburban
51.5435262816468,0.674668595611693,openaq_225754,unknown,urban,urban,urban,urban
31.5631,120.245,1194A,unknown,urban,urban,urban,urban
43.587192917729,1.44388910562383,openaq_3455,unknown,urban,urban,urban,urban
-34.179158,22.097439,openaq_357669,unknown,urban,suburban,urban,urban
31.9025,102.2218,2567A,unknown,urban,urban,urban,urban
15.5007,32.5599,openaq_8047,unknown,urban,urban,urban,urban
34.352222222222224,133.84805555555556,jp37203020,unknown,suburban,suburban,suburban,suburban
-32.915458,-71.48148,openaq_770,unknown,suburban,rural,rural,rural
43.073888888888895,141.31472222222223,jp01101080,unknown,urban,urban,urban,urban
48.8786110994682,15.04666667,AT0042R,unknown,rural,rural,rural,rural
34.12416666666667,135.1861111111111,jp30301050,unknown,suburban,suburban,rural,suburban
36.5786,101.8305,openaq_43385,unknown,urban,urban,urban,urban
20.505555555556,-99.580277777778,openaq_8072,unknown,rural,rural,rural,rural
54.016516,-124.005856,106900,unknown,rural,rural,rural,rural
35.27611111111111,138.57694444444445,jp22207020,unknown,suburban,suburban,suburban,suburban
37.95583333333334,139.32916666666665,jp15206050,unknown,urban,urban,urban,urban
22.8094,113.2881,openaq_9751,unknown,urban,urban,urban,urban
34.62861111111111,133.9211111111111,jp33201530,unknown,urban,urban,urban,urban
42.09417,11.79556,openaq_7567,unknown,urban,urban,urban,urban
30.9413,117.7807,openaq_6237,unknown,urban,urban,urban,urban
34.559999999999995,135.45583333333332,jp27201050,unknown,urban,urban,urban,urban
51.2146988167721,4.33220643231032,BETR815,unknown,suburban,suburban,suburban,suburban
37.04833333333333,136.95833333333331,jp17202190,unknown,urban,urban,urban,urban
39.5511,-75.7308,openaq_1263,unknown,rural,rural,rural,rural
39.9285018251445,32.9103022813797,openaq_368843,unknown,urban,urban,urban,urban
-40.584478665958,-73.11871982209,openaq_2198,unknown,urban,urban,urban,urban
27.7403,-82.4656,openaq_2073,unknown,rural,rural,rural,rural
31.56193,34.56336,openaq_11560,unknown,suburban,suburban,suburban,suburban
49.4417,-123.4917,openaq_988,unknown,rural,rural,rural,rural
30.7478,120.726,1253A,unknown,urban,urban,urban,urban
35.61666666666667,139.74055555555557,jp13109510,unknown,urban,urban,urban,urban
43.6953675407432,3.8008168828739,openaq_2662,unknown,suburban,suburban,suburban,suburban
12.91281111,77.60921944,openaq_594,unknown,urban,urban,urban,urban
33.3367,120.1501,openaq_43520,unknown,urban,urban,urban,urban
38.585348,-121.522008,openaq_356680,unknown,suburban,suburban,suburban,suburban
51.66864334727,-0.02200720557,openaq_225730,unknown,urban,urban,urban,urban
37.1675,138.27361111111114,jp15222190,unknown,suburban,urban,suburban,suburban
34.01555555555556,131.87055555555557,jp35207090,unknown,urban,urban,urban,urban
26.83399722,80.8917361,openaq_2456,unknown,urban,urban,urban,urban
21.6158,108.3411,2499A,unknown,urban,urban,urban,urban
45.73235,-121.492352,openaq_5092,unknown,suburban,suburban,suburban,suburban
54.746388216707,10.7363947812113,openaq_5174,unknown,rural,rural,rural,rural
28.4572,118.005,openaq_7314,unknown,urban,urban,urban,urban
36.0214,-118.137,openaq_7026,unknown,rural,rural,rural,rural
54.053175,13.779314,openaq_223104,unknown,urban,urban,urban,urban
33.56361111111111,130.2086111111111,jp40222010,unknown,urban,urban,urban,urban
36.56,139.88111111111112,jp09201120,unknown,urban,urban,urban,urban
34.93666666666666,138.3688888888889,jp22201060,unknown,urban,urban,urban,urban
34.504444444444445,135.41055555555556,jp27206030,unknown,urban,urban,urban,urban
12.97378,101.212844,openaq_717,unknown,suburban,suburban,suburban,suburban
22.7881,108.3103,openaq_43296,unknown,urban,urban,urban,urban
42.534882999465,1.716986,AD0945A,unknown,rural,rural,rural,rural
46.6786111105753,12.9744444444444,AT0VOR1,unknown,rural,rural,rural,rural
26.268249,73.0193853,openaq_5587,unknown,urban,urban,urban,urban
34.44361111111111,133.25666666666666,jp34207320,unknown,urban,urban,urban,urban
-37.501844565823,-72.676405906677,openaq_7015,unknown,urban,urban,urban,urban
34.78916666666667,137.12472222222223,jp23483010,unknown,suburban,suburban,suburban,suburban
44.8969,82.0806,2694A,unknown,suburban,suburban,urban,suburban
22.5211,113.3769,1379A,unknown,urban,urban,urban,urban
31.01532,35.35331,openaq_11536,unknown,rural,rural,rural,rural
55.50333,-106.72167,082001,unknown,rural,rural,rural,rural
34.5275,-120.1956,openaq_2066,unknown,rural,rural,rural,rural
35.01583333333333,138.4897222222222,jp22204010,unknown,urban,urban,urban,urban
35.59138888888889,139.4972222222222,jp14135530,unknown,urban,urban,urban,urban
25.251013,86.989001,openaq_270723,unknown,urban,urban,urban,urban
36.4875,139.86388888888888,jp09201060,unknown,urban,urban,urban,urban
35.40277777777778,139.315,jp14214020,unknown,urban,urban,urban,urban
34.77361111111111,138.00027777777777,jp22213010,unknown,suburban,suburban,suburban,suburban
36.865,120.537,1969A,unknown,urban,urban,urban,urban
-33.6183333,150.7458333,openaq_913,unknown,rural,rural,rural,rural
47.559975,-122.338265,openaq_1937,unknown,suburban,suburban,suburban,suburban
46.2406,-63.1306,openaq_748,unknown,urban,urban,urban,urban
37.8070317617607,29.1549989242898,openaq_368810,unknown,suburban,suburban,suburban,suburban
31.322779,-89.287498,openaq_2095,unknown,suburban,suburban,suburban,suburban
43.8364,-82.6431,openaq_1118,unknown,rural,rural,rural,rural
35.69083333333333,140.07305555555556,jp12216020,unknown,urban,urban,urban,urban
55.1964,-119.3967,openaq_456,unknown,rural,rural,rural,rural
38.32916666666667,140.98111111111112,jp04406010,unknown,urban,urban,urban,urban
35.71638888888889,139.70333333333332,jp13104550,unknown,urban,urban,urban,urban
51.1612605001364,-0.162410036780488,openaq_225784,unknown,suburban,suburban,suburban,suburban
43.6856,-74.9864,openaq_387,unknown,rural,rural,rural,rural
33.9517,-118.4389,openaq_1247,unknown,urban,suburban,urban,suburban
14.6061349483266,-61.0652272262348,openaq_4022,unknown,urban,urban,urban,urban
34.68444444444444,133.98555555555555,jp33201160,unknown,urban,urban,urban,urban
36.196666666666665,136.26805555555558,jp18363020,unknown,suburban,suburban,suburban,suburban
37.170368,-83.58463499999999,21-051-0005,unknown,rural,rural,rural,rural
37.5072,122.1067,1664A,unknown,urban,urban,urban,urban
36.805,117.8661,openaq_9805,unknown,urban,urban,urban,urban
-33.985586,25.5885,openaq_225495,unknown,urban,urban,urban,urban
49.49256,8.47204,openaq_4637,unknown,urban,urban,urban,urban
51.1660232215467,3.76213735910064,BETM702,unknown,suburban,suburban,suburban,suburban
34.785555555555554,134.70499999999998,jp28201040,unknown,urban,urban,urban,urban
31.592222222222222,130.70777777777778,jp46201260,unknown,rural,rural,rural,rural
55.6941046893584,12.0886287783964,openaq_2953,unknown,rural,suburban,rural,rural
35.37388888888889,139.93805555555556,jp12206520,unknown,urban,urban,urban,urban
31.4867,120.269,1188A,unknown,urban,urban,urban,urban
34.71333333333334,135.22916666666666,jp28102010,unknown,urban,urban,urban,urban
53.9053,-122.7344,100214,unknown,suburban,suburban,suburban,suburban
43.23333,-79.76667,060514,unknown,urban,urban,urban,urban
35.56444444444444,139.39222222222222,jp14209520,unknown,urban,urban,urban,urban
40.668801,-120.787468,openaq_7481,unknown,rural,rural,rural,rural
36.9782,117.1673,openaq_43550,unknown,urban,urban,urban,urban
45.5893,84.8988,openaq_10017,unknown,urban,urban,urban,urban
25.67555,-100.33833,openaq_309,unknown,urban,urban,urban,urban
30.2798,109.4707,openaq_10220,unknown,urban,urban,urban,urban
31.4668,104.6697,openaq_9315,unknown,urban,urban,urban,urban
19.4203,-155.2881,openaq_729,unknown,rural,rural,rural,rural
41.78351,123.424434,openaq_8823,unknown,urban,urban,urban,urban
30.0137,120.8369,openaq_43383,unknown,urban,urban,urban,urban
40.559444444444445,141.44722222222222,jp02203220,unknown,suburban,suburban,suburban,suburban
39.234402,-121.055603,openaq_548,unknown,suburban,suburban,suburban,suburban
34.755,134.39027777777778,jp28212010,unknown,urban,urban,urban,urban
42.6840234675827,2.90345381295555,openaq_3555,unknown,urban,urban,urban,urban
48.3347199994669,16.729445,AT30401,unknown,rural,rural,suburban,rural
33.5979,114.6546,2069A,unknown,urban,urban,urban,urban
37.4442,118.5857,1667A,unknown,suburban,suburban,urban,urban
34.5961,-120.6303,openaq_1579,unknown,rural,rural,rural,rural
19.645324,77.6345232,openaq_5611,unknown,rural,rural,rural,rural
35.3313,-119.0,openaq_8473,unknown,urban,suburban,urban,urban
35.437777777777775,133.34166666666667,jp31202020,unknown,urban,urban,urban,urban
47.03361,-84.37889,CAPMCAON1ALG,unknown,rural,rural,rural,rural
38.895683,-76.958089,openaq_3371,unknown,urban,urban,urban,urban
21.9481,108.6549,openaq_43336,unknown,urban,urban,urban,urban
13.69304,100.50244,openaq_368400,unknown,urban,urban,urban,urban
33.08166666666667,131.83694444444444,jp44207020,unknown,suburban,suburban,urban,urban
53.352778,-6.366667,openaq_8001,unknown,urban,urban,suburban,urban
36.138378,-118.617132,openaq_5251,unknown,rural,rural,rural,rural
19.393888888889,-99.028333333333,openaq_8000,unknown,urban,urban,urban,urban
43.83,18.311,openaq_419,unknown,urban,urban,urban,urban
31.371,119.794,2003A,unknown,urban,urban,urban,urban
32.78866,35.08511,openaq_11393,unknown,suburban,suburban,urban,urban
38.51091,-122.806141,openaq_7112,unknown,suburban,suburban,rural,rural
31.9051,117.16,1273A,unknown,suburban,suburban,suburban,suburban
32.6336,-115.5042,openaq_1927,unknown,urban,suburban,urban,urban
48.2195169994667,16.345552,openaq_4632,unknown,urban,urban,urban,urban
13.667987,100.635313,openaq_225593,unknown,urban,urban,urban,urban
36.5975,136.60416666666666,jp17201310,unknown,urban,urban,urban,urban
41.552828000000005,-81.57429,39-035-2003,unknown,urban,suburban,suburban,suburban
48.3013740998588,16.3046919013546,openaq_2824,unknown,rural,rural,rural,rural
34.71333333333334,135.3538888888889,jp28204150,unknown,urban,urban,urban,urban
45.8222,130.8781,openaq_7388,unknown,urban,urban,urban,urban
51.52785,17.276844,openaq_60494,unknown,urban,urban,urban,urban
47.347397,-113.589791,openaq_5085,unknown,rural,rural,rural,rural
41.2991,123.149,openaq_9670,unknown,urban,urban,urban,urban
35.83111111111111,139.39555555555555,jp11225010,unknown,urban,urban,urban,urban
43.314575,-79.802756,063001,unknown,suburban,suburban,suburban,suburban
40.7955,-111.9309,openaq_8777,unknown,suburban,suburban,suburban,suburban
41.9339,123.6836,1098A,unknown,rural,rural,rural,rural
45.562203,-122.575624,openaq_8744,unknown,suburban,suburban,rural,suburban
37.3584399994817,-6.67846,openaq_4226,unknown,suburban,suburban,suburban,suburban
34.7167,111.1,openaq_43473,unknown,urban,urban,urban,urban
40.136398,-111.660202,openaq_1867,unknown,suburban,suburban,suburban,suburban
-34.433361,19.220194,openaq_282693,unknown,suburban,suburban,rural,rural
5.58165,-0.19898,openaq_4,unknown,urban,urban,urban,urban
36.16333333333333,139.3947222222222,jp11202510,unknown,suburban,urban,suburban,suburban
35.38055555555555,139.95083333333332,jp12206070,unknown,urban,urban,urban,urban
48.3082222194669,16.3279444,AT30599,unknown,suburban,suburban,suburban,suburban
27.8246,114.9231,openaq_9286,unknown,urban,urban,urban,urban
45.439119,-73.7333,050123,unknown,suburban,suburban,urban,urban
30.9141,118.7724,openaq_43452,unknown,suburban,suburban,urban,urban
43.1799999994641,-2.26805555,openaq_2733,unknown,urban,urban,urban,urban
16.5150833,80.5181667,openaq_5596,unknown,rural,rural,rural,rural
44.9288,11.1789,openaq_7606,unknown,rural,rural,rural,rural
55.28905,37.1077611,openaq_3932,unknown,rural,rural,rural,rural
30.2747,120.0633,openaq_9549,unknown,urban,urban,urban,urban
34.462502,-120.024399,openaq_2204,unknown,rural,rural,rural,rural
28.5531,112.3437,openaq_10295,unknown,urban,urban,urban,urban
46.144213,15.088097,openaq_10861,unknown,suburban,suburban,suburban,suburban
50.27136,-64.2265,055601,unknown,rural,rural,rural,rural
35.660555555555554,140.02805555555557,jp12201560,unknown,urban,urban,urban,urban
34.093899,-80.962196,openaq_807,unknown,suburban,suburban,suburban,suburban
-30.981667,150.260556,openaq_7420,unknown,suburban,suburban,suburban,suburban
43.515,125.7194,openaq_43349,unknown,suburban,suburban,rural,suburban
41.874894,12.345598,openaq_7538,unknown,suburban,suburban,suburban,suburban
29.6292,91.0834,1461A,unknown,urban,urban,urban,urban
35.21222222222222,138.68694444444444,jp22210060,unknown,urban,urban,urban,urban
30.5944,114.3014,openaq_9023,unknown,urban,urban,urban,urban
13.7590851,100.5345788,openaq_225688,unknown,urban,urban,urban,urban
50.7025,-120.394,100402,unknown,suburban,suburban,suburban,suburban
26.160469,119.949875,openaq_5416,unknown,suburban,suburban,suburban,suburban
30.250845,-97.721277,openaq_7698,unknown,suburban,suburban,suburban,suburban
41.5144,-90.5172,openaq_2221,unknown,urban,urban,urban,urban
36.316944444444445,140.42027777777776,jp08302010,unknown,suburban,suburban,suburban,suburban
26.0881305,87.93840336,openaq_270727,unknown,urban,urban,urban,urban
38.22027777777778,140.82861111111112,jp04201220,unknown,urban,urban,urban,urban
36.33252,-119.29095,openaq_8896,unknown,urban,suburban,urban,urban
59.363839,18.019706,openaq_270748,unknown,urban,urban,urban,urban
35.44833333333333,140.05222222222224,jp12219140,unknown,suburban,suburban,suburban,suburban
36.055,-112.1531,openaq_1180,unknown,rural,rural,rural,rural
46.66222,11.16194,openaq_7650,unknown,urban,urban,urban,urban
-26.95639,26.63763,openaq_225427,unknown,urban,suburban,suburban,suburban
25.0441,101.5482,2605A,unknown,urban,urban,urban,urban
-29.776167,30.732139,openaq_225703,unknown,rural,rural,rural,rural
44.1756,87.5475,2711A,unknown,suburban,urban,urban,urban
47.8005658610427,3.57639077544232,openaq_3707,unknown,urban,urban,urban,urban
32.47699,35.086,openaq_11049,unknown,suburban,suburban,urban,suburban
35.950833333333335,139.97694444444446,jp08561510,unknown,urban,urban,urban,urban
8.5149093,76.9435879,openaq_5646,unknown,urban,urban,urban,urban
21.310301,-157.858093,openaq_845,unknown,urban,urban,urban,urban
43.881401,-104.191902,openaq_2044,unknown,rural,rural,rural,rural
27.5578,109.9972,2485A,unknown,urban,urban,urban,urban
30.6306,104.1122,openaq_9053,unknown,urban,urban,urban,urban
-20.7264,139.498,openaq_6450,unknown,suburban,suburban,suburban,suburban
47.8399999994659,16.52806,openaq_3422,unknown,suburban,suburban,suburban,suburban
50.9959079994751,2.365994,openaq_5377,unknown,suburban,suburban,suburban,suburban
47.9882,7.85992,openaq_3056,unknown,urban,urban,urban,urban
42.2027777694656,-8.74694444,openaq_221961,unknown,urban,urban,urban,urban
28.806223,76.141105,openaq_6944,unknown,urban,urban,urban,urban
27.8042,-97.4314,openaq_367408,unknown,suburban,suburban,urban,urban
40.2915,116.2202,openaq_43310,unknown,suburban,suburban,rural,suburban
34.40611111111111,133.81,jp37203120,unknown,rural,rural,rural,rural
36.14055555555556,139.46916666666667,jp11206020,unknown,urban,urban,urban,urban
34.72055555555556,135.2888888888889,jp28101510,unknown,urban,urban,urban,urban
-32.929552,-71.440571,openaq_292,unknown,suburban,suburban,suburban,suburban
51.2082294722138,4.42155925106527,BETR805,unknown,urban,urban,urban,urban
40.551686,-79.759757,42-129-0101,unknown,suburban,suburban,suburban,suburban
41.83921,-122.851331,openaq_2624,unknown,rural,rural,rural,rural
46.682373,-71.965903,053301,unknown,rural,rural,rural,rural
47.809892,7.764528,openaq_3058,unknown,rural,rural,rural,rural
27.5919,106.8547,openaq_43590,unknown,urban,urban,urban,urban
36.3144,-119.6436,openaq_663,unknown,suburban,suburban,suburban,suburban
43.1722222194642,-2.63583333,openaq_3330,unknown,urban,urban,urban,urban
52.28585778,20.45555556,openaq_2529,unknown,rural,rural,rural,rural
32.1142,112.1825,2434A,unknown,urban,urban,urban,urban
36.796045,34.6237397485429,openaq_368886,unknown,urban,urban,urban,urban
-23.8626,151.2705,openaq_5531,unknown,suburban,suburban,suburban,suburban
-23.6398037,-46.49163677,openaq_5293,unknown,suburban,urban,suburban,suburban
34.888888888888886,136.84861111111113,jp23216020,unknown,suburban,suburban,urban,urban
38.8303,-122.722,openaq_6034,unknown,rural,rural,rural,rural
46.728199,-116.954597,openaq_1836,unknown,rural,rural,rural,rural
47.203,123.6261,1782A,unknown,urban,urban,urban,urban
55.6379378,37.8024261,openaq_5131,unknown,urban,urban,urban,urban
32.064336,34.772514,openaq_11129,unknown,urban,urban,urban,urban
-6.888,107.61,openaq_20,unknown,urban,urban,urban,urban
-19.2509,146.807,openaq_6906,unknown,suburban,suburban,suburban,suburban
44.3958,-122.7305,openaq_1728,unknown,suburban,suburban,suburban,suburban
13.855362,100.86267,openaq_225683,unknown,urban,urban,urban,urban
41.910599,-91.651901,openaq_1150,unknown,suburban,suburban,suburban,suburban
31.14502,34.82837,openaq_11440,unknown,rural,rural,rural,rural
-37.63673,144.8057,openaq_7853,unknown,rural,rural,rural,rural
44.112778,9.832778,openaq_221601,unknown,urban,urban,urban,urban
39.109699,-90.328598,openaq_1094,unknown,suburban,suburban,suburban,suburban
20.565,-101.18805555556,openaq_8011,unknown,urban,urban,urban,urban
53.69874,-113.22285,090601,unknown,suburban,suburban,suburban,suburban
25.8071,113.0383,2475A,unknown,urban,urban,urban,urban
48.1094443994665,17.0713889,openaq_2899,unknown,suburban,suburban,suburban,suburban
34.16694444444444,131.22611111111112,jp35213030,unknown,urban,urban,urban,urban
-35.285399,149.131536,openaq_7301,unknown,suburban,suburban,suburban,suburban
9.126057,99.325355,openaq_225607,unknown,urban,urban,urban,urban
-28.470340876399,-71.218828907093,openaq_9350,unknown,suburban,suburban,suburban,suburban
46.708050492287,14.8919114540198,openaq_2768,unknown,rural,rural,rural,rural
43.9497553662994,4.80507947160248,openaq_4095,unknown,urban,urban,urban,urban
41.728606,-122.521527,openaq_7099,unknown,rural,rural,rural,rural
35.6317,-120.69,openaq_867,unknown,urban,suburban,suburban,suburban
47.9329056,106.9213833,openaq_30,unknown,urban,urban,urban,urban
45.8309,130.9467,2262A,unknown,suburban,rural,urban,suburban
38.7267,-89.959198,openaq_1614,unknown,suburban,suburban,suburban,suburban
33.7397,-81.8536,openaq_954,unknown,rural,rural,rural,rural
50.8459,5.71475,openaq_2388,unknown,urban,urban,urban,urban
36.1911,113.1569,openaq_10429,unknown,urban,urban,urban,urban
47.609693,-65.633509,041302,unknown,suburban,suburban,suburban,suburban
-12.017094,-76.948597,openaq_2289,unknown,urban,urban,urban,urban
31.5075,104.7287,openaq_9800,unknown,urban,urban,urban,urban
40.3549999463177,30.0097511008202,openaq_368913,unknown,suburban,suburban,suburban,suburban
37.97277777777778,139.29722222222222,jp15307030,unknown,suburban,suburban,suburban,suburban
32.009201,-109.389198,openaq_1851,unknown,rural,rural,rural,rural
51.0669879019187,3.68281301720312,BETE716,unknown,urban,urban,urban,urban
39.529481,-84.393364,openaq_1797,unknown,suburban,suburban,suburban,suburban
44.916,17.349,openaq_584,unknown,rural,rural,rural,rural
33.309999999999995,129.81222222222223,jp41205090,unknown,suburban,urban,suburban,suburban
45.0061,-65.0,openaq_741,unknown,rural,rural,rural,rural
36.12861111111111,139.5825,jp11210010,unknown,suburban,suburban,suburban,suburban
35.74444444444445,139.87722222222223,jp13122010,unknown,urban,urban,urban,urban
34.75888888888889,136.14194444444445,jp24206020,unknown,urban,urban,urban,urban
31.22131,34.77458,openaq_11526,unknown,suburban,suburban,suburban,suburban
35.472500000000004,135.39944444444444,jp26202030,unknown,urban,urban,urban,urban
44.976568,-122.976308,openaq_356091,unknown,suburban,suburban,suburban,suburban
41.893889,12.475278,openaq_8535,unknown,urban,urban,urban,urban
55.34625,-115.89975,094500,unknown,rural,rural,rural,rural
36.59055555555556,139.8563888888889,jp09201080,unknown,urban,urban,urban,urban
39.7603,115.9577,openaq_43501,unknown,suburban,suburban,urban,suburban
40.709867,-112.008664,openaq_228376,unknown,urban,urban,urban,urban
31.321907,75.578914,openaq_5542,unknown,urban,urban,urban,urban
44.9653,-93.2551,openaq_1808,unknown,urban,urban,urban,urban
19.9969,110.338,1412A,unknown,urban,urban,urban,urban
33.95777777777778,133.28111111111113,jp38205010,unknown,urban,urban,urban,urban
29.4153,106.5507,openaq_7331,unknown,suburban,suburban,urban,suburban
38.7109,-90.4759,openaq_1755,unknown,rural,suburban,rural,rural
37.99944444444444,140.62027777777777,jp04206010,unknown,urban,urban,urban,urban
44.5,11.3285,openaq_7631,unknown,urban,urban,urban,urban
35.95555555555556,139.72666666666666,jp11214510,unknown,urban,urban,urban,urban
48.2353699994667,16.301563,AT9SCHA,unknown,urban,urban,urban,urban
29.8674,121.524,openaq_10326,unknown,urban,urban,urban,urban
40.5842,109.9991,openaq_43301,unknown,urban,urban,urban,urban
36.62625,29.12921,openaq_368812,unknown,urban,urban,urban,urban
33.98888888888889,130.9272222222222,jp35201040,unknown,urban,urban,urban,urban
-35.285307,149.131579,openaq_9466,unknown,suburban,suburban,suburban,suburban
19.404,-99.202722222222,openaq_10735,unknown,urban,urban,urban,urban
-45.40680023471,-72.696259617805,openaq_5307,unknown,urban,urban,urban,urban
35.621944444444445,139.55916666666667,jp14135080,unknown,urban,urban,urban,urban
46.9299964894645,26.39000511,openaq_9417,unknown,suburban,suburban,urban,suburban
43.09444444444445,141.52472222222224,jp01217510,unknown,urban,urban,urban,urban
36.77777777777778,137.07916666666665,jp16203200,unknown,suburban,urban,suburban,suburban
19.5187,109.5567,openaq_43386,unknown,urban,urban,urban,urban
35.275,139.86111111111111,jp12226030,unknown,rural,rural,rural,rural
27.8901,111.9589,openaq_43351,unknown,rural,rural,urban,suburban
44.6075,129.6364,openaq_8962,unknown,urban,urban,urban,urban
33.581,114.014,2401A,unknown,urban,urban,urban,urban
13.78152,100.636548,openaq_1205,unknown,urban,urban,urban,urban
51.5119701188277,-0.116713103528546,openaq_225811,unknown,urban,urban,urban,urban
37.2174,122.0693,openaq_227619,unknown,urban,urban,urban,urban
36.3025,139.20777777777778,jp10204510,unknown,urban,urban,urban,urban
52.281472,20.963361,openaq_60175,unknown,urban,urban,urban,urban
34.198875,-96.67308,openaq_1663,unknown,rural,rural,rural,rural
